"","DATE","GS10","UNRATE","CUMFNS","TB3MS","INDPRO","CPIAUCNS","USREC"
"564","2000-03-01",6.26,4,80.7582,5.69,92.3118,171.2,0
"565","2000-04-01",5.99,3.8,80.9312,5.66,92.8872,171.3,0
"566","2000-05-01",6.44,4,80.6177,5.79,93.162,171.5,0
"567","2000-06-01",6.1,4,80.4245,5.69,93.2168,172.4,0
"568","2000-07-01",6.05,4,80.1622,5.96,93.04,172.8,0
"569","2000-08-01",5.83,4.1,79.3212,6.09,92.79,172.8,0
"570","2000-09-01",5.8,3.9,79.3734,6,93.1547,173.7,0
"571","2000-10-01",5.74,3.9,78.78,6.11,92.8361,174,0
"572","2000-11-01",5.72,3.9,78.2526,6.17,92.8395,174.1,0
"573","2000-12-01",5.24,3.9,77.4991,5.77,92.5334,174,0
"574","2001-01-01",5.16,4.2,76.8566,5.15,92.0304,175.1,0
"575","2001-02-01",5.1,4.2,76.0528,4.88,91.4079,175.8,0
"576","2001-03-01",4.89,4.3,75.6189,4.42,91.1751,176.2,0
"577","2001-04-01",5.14,4.4,75.1069,3.87,90.8767,176.9,1
"578","2001-05-01",5.39,4.3,74.4525,3.62,90.375,177.7,1
"579","2001-06-01",5.28,4.5,73.7968,3.49,89.8626,178,1
"580","2001-07-01",5.24,4.6,73.2683,3.51,89.3288,177.5,1
"581","2001-08-01",4.97,4.9,72.7848,3.36,89.2201,177.5,1
"582","2001-09-01",4.73,5,72.3628,2.64,88.7478,178.3,1
"583","2001-10-01",4.57,5.3,71.9334,2.16,88.4755,177.7,1
"584","2001-11-01",4.65,5.5,71.5627,1.87,87.9631,177.4,1
"585","2001-12-01",5.09,5.7,71.619,1.69,87.9329,176.7,0
"586","2002-01-01",5.04,5.7,72.0066,1.65,88.5452,177.1,0
"587","2002-02-01",4.91,5.7,71.9245,1.72,88.5362,177.8,0
"588","2002-03-01",5.28,5.7,72.3814,1.79,89.2097,178.8,0
"589","2002-04-01",5.21,5.9,72.5524,1.71,89.6389,179.8,0
"590","2002-05-01",5.16,5.8,72.9047,1.73,90.0271,179.8,0
"591","2002-06-01",4.93,5.8,73.5908,1.7,90.7645,179.9,0
"592","2002-07-01",4.65,5.8,73.5122,1.68,90.7437,180.1,0
"593","2002-08-01",4.26,5.7,73.5582,1.62,90.6268,180.7,0
"594","2002-09-01",3.87,5.7,73.6085,1.63,90.7241,181,0
"595","2002-10-01",3.94,5.7,73.3744,1.58,90.4879,181.3,0
"596","2002-11-01",4.05,5.9,73.7399,1.23,90.9823,181.3,0
"597","2002-12-01",4.03,6,73.3231,1.19,90.4919,180.9,0
"598","2003-01-01",4.05,5.8,73.9185,1.17,91.2395,181.7,0
"599","2003-02-01",3.9,5.9,73.8291,1.17,91.3384,183.1,0
"600","2003-03-01",3.81,5.9,73.8873,1.13,91.069,184.2,0
"601","2003-04-01",3.96,6,73.336,1.13,90.4913,183.8,0
"602","2003-05-01",3.57,6.1,73.3888,1.07,90.4697,183.5,0
"603","2003-06-01",3.33,6.3,73.7415,0.92,90.5899,183.7,0
"604","2003-07-01",3.98,6.2,74.0033,0.9,91.0614,183.9,0
"605","2003-08-01",4.45,6.1,73.6588,0.95,90.8452,184.6,0
"606","2003-09-01",4.27,6.1,74.3085,0.94,91.4453,185.2,0
"607","2003-10-01",4.29,6,74.4125,0.92,91.5595,185,0
"608","2003-11-01",4.3,5.8,75.0766,0.93,92.1763,184.5,0
"609","2003-12-01",4.27,5.7,75.0773,0.9,92.2532,184.3,0
"610","2004-01-01",4.15,5.7,75.0453,0.88,92.4067,185.2,0
"611","2004-02-01",4.08,5.6,75.641,0.93,92.9687,186.2,0
"612","2004-03-01",3.83,5.8,75.6409,0.94,92.6,187.4,0
"613","2004-04-01",4.35,5.6,75.9312,0.94,92.9761,188,0
"614","2004-05-01",4.72,5.6,76.4782,1.02,93.6446,189.1,0
"615","2004-06-01",4.73,5.6,75.9873,1.27,92.9303,189.7,0
"616","2004-07-01",4.5,5.5,76.6518,1.33,93.6109,189.4,0
"617","2004-08-01",4.28,5.4,76.9968,1.48,93.6958,189.5,0
"618","2004-09-01",4.13,5.4,76.9689,1.65,93.7958,189.9,0
"619","2004-10-01",4.1,5.5,77.6234,1.76,94.6226,190.9,0
"620","2004-11-01",4.19,5.4,77.5478,2.07,94.8491,191,0
"621","2004-12-01",4.23,5.4,78.0484,2.19,95.5841,190.3,0
"622","2005-01-01",4.22,5.3,78.4482,2.33,95.9285,190.7,0
"623","2005-02-01",4.17,5.4,79.0052,2.54,96.6287,191.8,0
"624","2005-03-01",4.5,5.2,78.4924,2.74,96.4907,193.3,0
"625","2005-04-01",4.34,5.2,78.673,2.78,96.6809,194.6,0
"626","2005-05-01",4.14,5.1,78.763,2.84,96.7925,194.4,0
"627","2005-06-01",4,5,78.7307,2.97,97.19,194.5,0
"628","2005-07-01",4.18,5,78.3094,3.22,96.8981,195.4,0
"629","2005-08-01",4.26,4.9,78.5676,3.44,97.2223,196.4,0
"630","2005-09-01",4.2,5,77.5532,3.42,95.3463,198.8,0
"631","2005-10-01",4.46,5,78.5006,3.71,96.4981,199.2,0
"632","2005-11-01",4.54,5,79.0464,3.88,97.5646,197.6,0
"633","2005-12-01",4.47,4.9,78.967,3.89,98.0222,196.8,0
"634","2006-01-01",4.42,4.7,79.4688,4.24,98.2044,198.3,0
"635","2006-02-01",4.57,4.8,79.1225,4.43,98.2404,198.7,0
"636","2006-03-01",4.72,4.7,78.9917,4.51,98.4742,199.8,0
"637","2006-04-01",4.99,4.7,79.1542,4.6,98.7765,201.5,0
"638","2006-05-01",5.11,4.6,78.819,4.72,98.7884,202.5,0
"639","2006-06-01",5.11,4.6,78.9018,4.79,99.1069,202.9,0
"640","2006-07-01",5.09,4.7,78.4877,4.95,99.0357,203.5,0
"641","2006-08-01",4.88,4.7,78.8919,4.96,99.4583,203.9,0
"642","2006-09-01",4.72,4.5,78.7728,4.81,99.2544,202.9,0
"643","2006-10-01",4.73,4.4,78.2476,4.92,99.1514,201.8,0
"644","2006-11-01",4.6,4.5,78.1473,4.94,99.0974,201.5,0
"645","2006-12-01",4.56,4.4,79.0925,4.85,100.1117,201.8,0
"646","2007-01-01",4.76,4.6,78.5915,4.98,99.7226,202.416,0
"647","2007-02-01",4.72,4.5,78.6638,5.03,100.6919,203.499,0
"648","2007-03-01",4.56,4.4,79.1104,4.94,100.8857,205.352,0
"649","2007-04-01",4.69,4.5,79.4082,4.87,101.5777,206.686,0
"650","2007-05-01",4.75,4.4,79.1602,4.73,101.6481,207.949,0
"651","2007-06-01",5.1,4.6,79.2208,4.61,101.6741,208.352,0
"652","2007-07-01",5,4.7,79.0303,4.82,101.5627,208.299,0
"653","2007-08-01",4.67,4.6,78.6415,4.2,101.7751,207.917,0
"654","2007-09-01",4.52,4.7,78.7211,3.89,102.0279,208.49,0
"655","2007-10-01",4.53,4.7,78.4604,3.9,101.7289,208.936,0
"656","2007-11-01",4.15,4.7,78.7854,3.27,102.3185,210.177,0
"657","2007-12-01",4.1,5,78.7714,3,102.3074,210.036,0
"658","2008-01-01",3.74,5,78.5552,2.75,102.1686,211.08,1
"659","2008-02-01",3.74,4.9,77.9861,2.12,101.7673,211.693,1
"660","2008-03-01",3.51,5.1,77.6187,1.26,101.3986,213.528,1
"661","2008-04-01",3.68,5,76.8793,1.29,100.7238,214.823,1
"662","2008-05-01",3.88,5.4,76.4946,1.73,100.1399,216.632,1
"663","2008-06-01",4.1,5.6,76.0507,1.86,99.9141,218.815,1
"664","2008-07-01",4.01,5.8,75.3342,1.63,99.4943,219.964,1
"665","2008-08-01",3.89,6.1,74.4648,1.72,97.9367,219.086,1
"666","2008-09-01",3.69,6.1,72.0119,1.13,93.6585,218.783,1
"667","2008-10-01",3.81,6.5,71.6209,0.67,94.5845,216.573,1
"668","2008-11-01",3.53,6.8,69.9253,0.19,93.3455,212.425,1
"669","2008-12-01",2.42,7.3,67.6736,0.03,90.7183,210.228,1
"670","2009-01-01",2.52,7.8,65.58,0.13,88.4683,211.143,1
"671","2009-02-01",2.87,8.3,65.6011,0.3,87.936,212.193,1
"672","2009-03-01",2.82,8.7,64.4737,0.21,86.5503,212.709,1
"673","2009-04-01",2.93,9,64.1132,0.16,85.8598,213.24,1
"674","2009-05-01",3.29,9.4,63.5172,0.18,84.9991,213.856,1
"675","2009-06-01",3.72,9.5,63.4473,0.18,84.7277,215.693,1
"676","2009-07-01",3.56,9.5,64.5112,0.18,85.7091,215.351,0
"677","2009-08-01",3.59,9.6,65.2886,0.17,86.6333,215.834,0
"678","2009-09-01",3.4,9.8,66.0212,0.12,87.3615,215.969,0
"679","2009-10-01",3.39,10,66.1366,0.07,87.5488,216.177,0
"680","2009-11-01",3.4,9.9,66.8948,0.05,87.9144,216.33,0
"681","2009-12-01",3.59,9.9,66.9058,0.05,88.2318,215.949,0
"682","2010-01-01",3.73,9.8,67.6868,0.06,89.1936,216.687,0
"683","2010-02-01",3.69,9.8,67.7386,0.11,89.5089,216.741,0
"684","2010-03-01",3.73,9.9,68.6986,0.15,90.1449,217.631,0
"685","2010-04-01",3.85,9.9,69.3742,0.16,90.474,218.009,0
"686","2010-05-01",3.42,9.6,70.3791,0.16,91.7131,218.178,0
"687","2010-06-01",3.2,9.4,70.5003,0.12,91.9287,217.965,0
"688","2010-07-01",3.01,9.4,70.9804,0.16,92.2737,218.011,0
"689","2010-08-01",2.7,9.5,71.1944,0.16,92.615,218.312,0
"690","2010-09-01",2.65,9.5,71.351,0.15,92.8668,218.439,0
"691","2010-10-01",2.54,9.4,71.5089,0.13,92.6138,218.711,0
"692","2010-11-01",2.76,9.8,71.6931,0.14,92.6772,218.803,0
"693","2010-12-01",3.29,9.3,72.1278,0.14,93.5741,219.179,0
"694","2011-01-01",3.39,9.1,72.2542,0.15,93.3793,220.223,0
"695","2011-02-01",3.58,9,72.4549,0.13,93.0051,221.309,0
"696","2011-03-01",3.41,9,72.9692,0.1,93.978,223.467,0
"697","2011-04-01",3.46,9.1,72.5987,0.06,93.6525,224.906,0
"698","2011-05-01",3.17,9,72.6375,0.04,93.7878,225.964,0
"699","2011-06-01",3,9.1,72.7072,0.04,94.0378,225.722,0
"700","2011-07-01",3,9,73.1489,0.04,94.5146,225.922,0
"701","2011-08-01",2.3,9,73.455,0.02,95.1263,226.545,0
"702","2011-09-01",1.98,9,73.6247,0.01,95.0732,226.889,0
"703","2011-10-01",2.15,8.8,73.9574,0.02,95.7291,226.421,0
"704","2011-11-01",2.01,8.6,73.7676,0.01,95.7455,226.23,0
"705","2011-12-01",1.98,8.5,74.1549,0.01,96.2147,225.672,0
"706","2012-01-01",1.97,8.3,74.7151,0.03,96.8051,226.665,0
"707","2012-02-01",1.97,8.3,74.9392,0.09,97.1033,227.663,0
"708","2012-03-01",2.17,8.2,74.4441,0.08,96.5973,229.392,0
"709","2012-04-01",2.05,8.2,74.7242,0.08,97.3006,230.085,0
"710","2012-05-01",1.8,8.2,74.3813,0.09,97.5046,229.815,0
"711","2012-06-01",1.62,8.2,74.4802,0.09,97.4903,229.478,0
"712","2012-07-01",1.53,8.2,74.2667,0.1,97.7234,229.104,0
"713","2012-08-01",1.68,8.1,74.0854,0.1,97.313,230.379,0
"714","2012-09-01",1.72,7.8,73.8426,0.11,97.2405,231.407,0
"715","2012-10-01",1.75,7.8,73.6365,0.1,97.561,231.317,0
"716","2012-11-01",1.65,7.7,74.0419,0.09,97.9589,230.221,0
"717","2012-12-01",1.72,7.9,74.5018,0.07,98.2061,229.601,0
"718","2013-01-01",1.91,8,74.2593,0.07,98.199,230.28,0
"719","2013-02-01",1.98,7.7,74.5358,0.1,98.6835,232.166,0
"720","2013-03-01",1.96,7.5,74.4464,0.09,99.0994,232.773,0
"721","2013-04-01",1.76,7.6,74.1755,0.06,98.9898,232.531,0
"722","2013-05-01",1.93,7.5,74.4059,0.04,99.0782,232.945,0
"723","2013-06-01",2.3,7.5,74.5096,0.05,99.2141,233.504,0
"724","2013-07-01",2.58,7.3,73.933,0.04,98.9132,233.596,0
"725","2013-08-01",2.74,7.2,74.5793,0.04,99.4891,233.877,0
"726","2013-09-01",2.81,7.2,74.6605,0.02,100.0172,234.149,0
"727","2013-10-01",2.62,7.2,74.7833,0.05,99.9038,233.546,0
"728","2013-11-01",2.72,6.9,74.781,0.07,100.1479,233.069,0
"729","2013-12-01",2.9,6.7,74.6975,0.07,100.3576,233.049,0
"730","2014-01-01",2.86,6.6,73.9341,0.04,99.9828,233.916,0
"731","2014-02-01",2.71,6.7,74.6762,0.05,100.7485,234.781,0
"732","2014-03-01",2.72,6.7,75.3656,0.05,101.7391,236.293,0
"733","2014-04-01",2.71,6.2,75.3932,0.03,101.8023,237.072,0
"734","2014-05-01",2.56,6.3,75.6665,0.03,102.2116,237.9,0
"735","2014-06-01",2.6,6.1,75.9803,0.04,102.5637,238.343,0
"736","2014-07-01",2.54,6.2,76.4417,0.03,102.8425,238.25,0
"737","2014-08-01",2.42,6.1,76.0493,0.03,102.6499,237.852,0
"738","2014-09-01",2.53,5.9,76.1321,0.02,102.9647,238.031,0
"739","2014-10-01",2.3,5.7,76.1164,0.02,102.9704,237.433,0
"740","2014-11-01",2.33,5.8,76.6991,0.02,103.6017,236.151,0
"741","2014-12-01",2.21,5.6,76.6368,0.03,103.592,234.812,0
"742","2015-01-01",1.88,5.7,76.2847,0.03,102.798,233.707,0
"743","2015-02-01",1.98,5.5,75.8026,0.02,102.1554,234.722,0
"744","2015-03-01",2.04,5.4,76.1484,0.03,101.8077,236.119,0
"745","2015-04-01",1.94,5.4,76.1946,0.02,101.2285,236.599,0
"746","2015-05-01",2.2,5.6,76.2557,0.02,100.7536,237.805,0
"747","2015-06-01",2.36,5.3,76.0277,0.02,100.4529,238.638,0
"748","2015-07-01",2.32,5.2,76.6485,0.03,101.11,238.654,0
"749","2015-08-01",2.17,5.1,76.3717,0.07,100.8802,238.316,0
"750","2015-09-01",2.17,5,76.184,0.02,100.608,237.945,0
"751","2015-10-01",2.07,5,76.0986,0.02,100.151,237.838,0
"752","2015-11-01",2.26,5.1,75.8541,0.12,99.3817,237.336,0
"753","2015-12-01",2.24,5,75.615,0.23,98.8572,236.525,0
"754","2016-01-01",2.09,4.8,75.8996,0.26,99.4086,236.916,0
"755","2016-02-01",1.78,4.9,75.6042,0.31,98.8946,237.111,0
"756","2016-03-01",1.89,5,75.4987,0.29,98.1385,238.132,0
"757","2016-04-01",1.81,5.1,75.3293,0.23,98.4364,239.261,0
"758","2016-05-01",1.81,4.8,75.227,0.27,98.2096,240.229,0
"759","2016-06-01",1.64,4.9,75.3438,0.27,98.6766,241.018,0
"760","2016-07-01",1.5,4.8,75.3854,0.3,98.8371,240.628,0
"761","2016-08-01",1.56,4.9,75.0756,0.3,98.7302,240.849,0
"762","2016-09-01",1.63,5,75.2014,0.29,98.6287,241.428,0
"763","2016-10-01",1.76,4.9,75.313,0.33,98.7126,241.729,0
"764","2016-11-01",2.14,4.7,75.2485,0.45,98.3004,241.353,0
"765","2016-12-01",2.49,4.7,75.2433,0.51,98.9063,241.432,0
"766","2017-01-01",2.43,4.7,75.4438,0.51,98.7349,242.839,0
"767","2017-02-01",2.42,4.6,75.4804,0.52,98.4178,243.603,0
"768","2017-03-01",2.48,4.4,75.324,0.74,99.0726,243.801,0
"769","2017-04-01",2.3,4.4,76.2481,0.8,100.0545,244.524,0
"770","2017-05-01",2.3,4.4,76.1982,0.89,100.139,244.733,0
"771","2017-06-01",2.19,4.3,76.3003,0.98,100.3148,244.955,0
"772","2017-07-01",2.32,4.3,76.1684,1.07,100.1418,244.786,0
"773","2017-08-01",2.21,4.4,76.1058,1.01,99.6878,245.519,0
"774","2017-09-01",2.2,4.3,76.2253,1.03,99.7829,246.819,0
"775","2017-10-01",2.36,4.2,77.1537,1.07,101.0401,246.663,0
"776","2017-11-01",2.35,4.2,77.2455,1.23,101.226,246.669,0
"777","2017-12-01",2.4,4.1,77.0966,1.32,101.3878,246.524,0
"778","2018-01-01",2.58,4,76.877,1.41,101.345,247.867,0
"779","2018-02-01",2.86,4.1,77.7092,1.57,101.7068,248.991,0
"780","2018-03-01",2.84,4,77.8221,1.7,102.2785,249.554,0
"781","2018-04-01",2.87,4,78.4073,1.76,103.434,250.546,0
"782","2018-05-01",2.98,3.8,77.771,1.86,102.4735,251.588,0
"783","2018-06-01",2.91,4,78.2528,1.9,103.2508,251.989,0
"784","2018-07-01",2.89,3.8,78.374,1.96,103.4588,252.006,0
"785","2018-08-01",2.89,3.8,78.6386,2.03,104.1802,252.146,0
"786","2018-09-01",3,3.7,78.6325,2.13,104.1665,252.439,0
"787","2018-10-01",3.15,3.8,78.3303,2.25,104.0476,252.885,0
"788","2018-11-01",3.12,3.8,78.0254,2.33,103.9603,252.038,0
"789","2018-12-01",2.83,3.9,78.1436,2.37,103.869,251.233,0
"790","2019-01-01",2.71,4,77.5453,2.37,103.2684,251.712,0
"791","2019-02-01",2.68,3.8,77.2425,2.39,102.8157,252.776,0
"792","2019-03-01",2.57,3.8,77.1824,2.4,102.9,254.202,0
"793","2019-04-01",2.53,3.6,76.7432,2.38,102.3826,255.548,0
"794","2019-05-01",2.4,3.6,76.8097,2.35,102.5756,256.092,0
"795","2019-06-01",2.07,3.6,77.0893,2.17,102.5928,256.143,0
"796","2019-07-01",2.06,3.7,76.6374,2.1,102.2012,256.571,0
"797","2019-08-01",1.63,3.7,77.1614,1.95,102.9086,256.558,0
"798","2019-09-01",1.7,3.5,76.635,1.89,102.579,256.759,0
"799","2019-10-01",1.71,3.6,76.0803,1.65,101.7775,257.346,0
"800","2019-11-01",1.81,3.6,76.5994,1.54,102.0979,257.208,0
"801","2019-12-01",1.86,3.6,76.5488,1.54,101.7632,256.974,0
"802","2020-01-01",1.76,3.5,76.5283,1.52,101.303,257.971,0
"803","2020-02-01",1.5,3.5,76.7709,1.52,101.7038,258.678,0
"804","2020-03-01",0.87,4.4,73.4941,0.29,97.8746,258.115,1
"805","2020-04-01",0.66,14.7,62.2659,0.14,84.959,256.389,1
"806","2020-05-01",0.67,13.2,64.9997,0.13,86.3345,256.394,0
"807","2020-06-01",0.73,11,69.8355,0.16,91.7523,257.797,0
"808","2020-07-01",0.62,10.2,72.4168,0.13,95.2439,259.101,0
"809","2020-08-01",0.65,8.4,73.6101,0.1,96.1173,259.918,0
"810","2020-09-01",0.68,7.9,73.7456,0.11,96.0711,260.28,0
"811","2020-10-01",0.79,6.9,74.5982,0.1,96.825,260.388,0
"812","2020-11-01",0.87,6.7,75.0551,0.09,97.1183,260.229,0
"813","2020-12-01",0.93,6.7,75.3634,0.09,98.138,260.474,0
"814","2021-01-01",1.08,6.4,76.6191,0.08,99.2645,261.582,0
"815","2021-02-01",1.26,6.2,74.0076,0.04,96.2231,263.014,0
"816","2021-03-01",1.61,6,76.362,0.03,98.8621,264.877,0
"817","2021-04-01",1.64,6,76.3072,0.02,99.0246,267.054,0
"818","2021-05-01",1.62,5.8,77.0115,0.02,99.7785,269.195,0
"819","2021-06-01",1.52,5.9,76.9784,0.04,100.1923,271.696,0
"820","2021-07-01",1.32,5.4,77.8383,0.05,100.8724,273.003,0
"821","2021-08-01",1.28,5.2,77.6523,0.05,100.837,273.567,0
"822","2021-09-01",1.37,4.7,77.0681,0.04,99.8498,274.31,0
"823","2021-10-01",1.58,4.6,78.3388,0.05,101.3602,276.589,0
"824","2021-11-01",1.56,4.2,78.7286,0.05,101.961,277.948,0
"825","2021-12-01",1.47,3.9,78.6016,0.06,101.7587,278.802,0
"826","2022-01-01",1.76,4,78.336,0.15,102.146,281.148,0
"827","2022-02-01",1.93,3.8,79.2498,0.33,102.8987,283.716,0
"828","2022-03-01",2.13,3.6,79.7767,0.44,103.5717,287.504,0
"829","2022-04-01",2.75,3.6,80.0051,0.76,104.2709,289.109,0
"830","2022-05-01",2.9,3.6,79.5648,0.98,104.1646,292.296,0
"831","2022-06-01",3.14,3.6,79.0201,1.49,104.0772,296.311,0
"832","2022-07-01",2.9,3.5,79.3291,2.23,104.7577,296.276,0
"833","2022-08-01",2.9,3.7,79.3369,2.63,104.6544,296.171,0
"834","2022-09-01",3.52,3.5,79.4572,3.13,104.805,296.808,0
"835","2022-10-01",3.98,3.7,79.5123,3.72,104.6894,298.012,0
